,,,,,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes
date,albedo,density,block,,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,8,9,9,9,10,10,10,11,11,11,12,12,12,13,13,13,14,14,14,15,15,15,16,16,16,17,17,17,18,18,18,19,19,19,20,20,20
,white,high,1,1,81,V3+,,39,V3+,,,,,177,FG,,132,IB,,139,FG,,172,FG,,106,FG,,159,IB,,192,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,2,131,FG,,132,IB,,149,IB,,120,IB,,,,,87,V3+,,134,FG,,136,FG,,131,IB,,105,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,3,93,IB,,136,IB,,130,IB,,143,FG,,,,,96,V3+,,102,IB,,,,,147,FG,,152,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,4,,,,98,V3+,,123,FG,,111,FG,,62,V3+,,99,FG,,73,V3+,,128,FG,,145,FG,,106,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,5,127,FG,,46,V3+,,130,FG,,111,FG,,131,FG,,,,,123,FG,,118,V3+,,135,V3+,,202,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,6,,,,101,V3+,,126,FG,,147,FG,,,,,146,V3+,,156,FG,,104,V3+,,79,V3+,,185,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,7,,,,114,V3+,,108,IB,,145,FG,,141,FG,,167,FG,,117,V3+,,,,,112,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,8,106,FG,,81,FG,,,,,177,FG,,184,FG,,H,H,,154,V3+,,114,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,9,157,V3+,,146,V3+,,139,FG,,34,V3+,,128,FG,,61,V3+,,169,FG,,171,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,1,10,H,H,,73,IB,,130,V3+,,163,FG,,89,IB,,,,,115,IB,,156,FG,,18,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,1,1,121,IB,,,,,,,,,,,,,,139,V3+,,121,IB,,105,IB,,,,,,,,60,V3+,,,,,,,,,,,71,V3+,,48,V3+,,72,V3+,,,,,,,,,,
,black,low,1,2,108,FG,,,,,,,,,,,,,,,,,119,IB,,104,IB,,H,H,,,,,,,,,,,181,FG,,,,,,,,,,,82,IB,,32,V3+,,,,,,,
,black,low,1,3,24,V3,,101,IB,,,,,,,,,,,36,V3+,,97,FG,,87,V3+,,83,V3+,,120,V3+,,,,,,,,152,IB,,,,,,,,,,,,,,116,V3+,,,,,,,
,black,low,1,4,121,IB,,121,V3+,,,,,,,,119,FG,,141,IB,,139,FG,,111,FG,,141,FG,,122,IB,,,,,90,FG,,98,V3+,,50,V3+,,,,,,,,,,,,,,,,,,,
,black,low,1,5,,,,,,,,,,,,,,,,56,V3+,,86,IB,,33,V3+,,178,IB,,,,,,,,118,IB,,,,,,,,,,,128,FG,,,,,,,,67,V3+,,,,
,black,high,1,1,131,FG,,124,FG,,103,FG,,140,FG,,40,V3+,,41,V2,,115,FG,,111,FG,,,,,104,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,2,86,IB,,135,FG,,,,,126,FG,,87,FG,,72,FG,,116,FG,,85,FG,,172,FG,,126,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,3,119,FG,,160,FG,,118,FG,,117,FG,,94,FG,,111,FG,,,,,123,FG,,132,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,4,122,IB,,114,FG,,101,FG,,,,,104,FG,,H,H,,119,FG,,157,FG,,146,FG,,119,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,5,106,FG,,101,FG,,H,H,,56,V3+,,,,,132,FG,,118,IB,,120,FG,,142,FG,,149,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,6,80,V3+,,81,FG,,117,FG,,123,FG,,54,V3+,,141,FG,,76,FG,,73,FG,,74,IB,,77,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,7,114,FG,,136,FG,,111,FG,,140,FG,,117,FG,,114,FG,,113,FG,,109,FG,,117,FG,,156,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,8,152,FG,,117,IB,,105,FG,,80,IB,,90,V3+,,123,FG,,90,FG,,,,,53,IB,,128,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,9,,,,163,FG,,,,,,,,,,,126,FG,,96,FG,,136,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,1,10,167,IB,,156,FG,,155,FG,,131,FG,,206,FG,,133,FG,,133,FG,,116,FG,,,,,92,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,low,1,1,,,,,,,90,FG,,98,IB,,,,,,,,,,,,,,116,FG,,,,,128,FG,,91,V3+,,60,V3+,,,,,,,,149,V3+,,17,V3+,,,,,102,IB,,87,V3+,
,white,low,1,2,,,,90,V3+,,,,,,,,,,,,,,,,,147,IB,,,,,126,V3+,,,,,43,V3+,,,,,,,,137,IB,,,,,,,,164,FG,,83,FG,,,,
,white,low,1,3,,,,,,,90,V3+,,87,V3+,,,,,91,V3+,,,,,,,,112,FG,,H,H,,112,V3+,,89,V3+,,,,,,,,57,V3+,,130,V3+,,,,,,,,124,FG,,,,
,white,low,1,4,76,V3+,,124,FG,,,,,,,,,,,,,,,,,,,,58,V3+,,157,FG,,,,,76,V3+,,111,IB,,,,,,,,,,,,,,,,,80,V3+,,,,
,white,low,1,5,,,,42,V3+,,,,,76,IB,,,,,,,,99,V3+,,,,,,,,,,,71,V3+,,91,IB,,,,,,,,,,,,,,,,,113,IB,,56,V3+,,65,V3+,
,black,high,2,1,,,,,,,,,,90,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,2,114,V3+,,89,V3+,,57,V3,,,,,,,,H,H,,68,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,3,51,V3+,,116,FG,,H,H,,80,IB,,156,FG,,120,FG,,,,,157,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,4,99,V3+,,,,,,,,56,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,5,105,V3+,,154,FG,,,,,69,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,6,,,,,,,,,,,,,,,,98,IB,,123,FG,,86,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,7,97,IB,,,,,H,H,,,,,122,FG,,,,,84,V3+,,150,FG,,126,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,8,,,,,,,133,IB,,,,,,,,,,,110,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,9,141,FG,,39,V3+,,60,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,2,10,,,,,,,,,,,,,,,,126,V3+,,127,V3+,,,,,,,,31,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,low,2,1,69,V3+,,91,V3+,,,,,126,IB,,,,,136,V3+,,,,,117,IB,,64,V3+,,67,V3+,,114,IB,,,,,88,V3+,,36,V2,,152,V3+,,101,V3+,,217,IB,,97,V3+,,132,V3+,,156,V3+,
,white,low,2,2,38,V3+,,174,IB,,,,,,,,,,,,,,,,,151,FG,,133,V3+,,173,IB,,235,FG,,,,,101,V3+,,,,,,,,117,V3+,,24,V3+,,,,,117,V3+,,,,
,white,low,2,3,,,,,,,141,IB,,81,V3+,,,,,53,V2,,91,FG,,,,,94,V3+,,88,V3+,,100,V3+,,,,,,,,,,,,,,119,FG,,,,,,,,,,,140,V3+,
,white,low,2,4,,,,62,V3+,,,,,56,V3+,,130,V3+,,,,,130,IB,,55,V3+,,,,,68,V3+,,,,,,,,,,,,,,,,,,,,176,V3+,,206,IB,,221,FG,,111,V3+,
,white,low,2,5,,,,,,,183,IB,,,,,103,V3+,,109,V3+,,146,FG,,79,V3+,,,,,,,,,,,,,,,,,,,,,,,194,IB,,192,IB,,212,FG,,H,H,,145,V3+,
,white,high,2,1,,,,135,FG,,107,IB,,100,FG,,,,,83,V3+,,145,FG,,29,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,2,58,V3+,,,,,131,FG,,144,IB,,90,V3+,,139,FG,,152,IB,,171,FG,,50,V3+,,26,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,3,129,FG,,80,V3+,,,,,135,V3+,,108,FG,,170,FG,,100,V3+,,,,,161,FG,,155,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,4,,,,116,V3+,,128,FG,,159,FG,,120,IB,,81,V3+,,118,IB,,125,FG,,130,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,5,136,IB,,123,V3+,,134,FG,,113,IB,,,,,,,,84,V3+,,136,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,6,90,V3+,,,,,150,FG,,132,FG,,90,V3+,,80,V3+,,141,FG,,115,FG,,49,V3+,,145,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,7,46,V3+,,102,V3+,,33,V2,,134,FG,,38,V3+,,93,FG,,121,FG,,,,,,,,114,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,8,,,,,,,,,,171,IB,,119,FG,,122,FG,,,,,,,,,,,114,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,9,,,,,,,,,,87,V3+,,173,V3+,,145,IB,,103,FG,,,,,63,V3+,,66,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,2,10,179,FG,,,,,,,,,,,117,V3+,,92,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,2,1,190,IB,,,,,174,IB,,,,,62,V3+,herbivory,218,FG,herbivory,78,V3+,herbivory,104,V3+,,,,,209,V3+,,,,,108,V3+,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,2,2,144,FG,,182,FG,,126,IB,,146,V3+,,,,,109,V3+,herbivory,,,,117,FG,,142,V3+,,,,,42,V3+,,151,IB,,,,,,,,,,,,,,,,,,,,,,,84,FG,
,black,low,2,3,160,IB,,169,FG,,189,IB,,158,V3+,,,,,174,IB,,,,,,,,166,IB,,147,IB,,,,,91,FG,,,,,,,,,,,,,,,,,116,V3+,,,,,,,
,black,low,2,4,60,FG,,,,,178,IB,,196,FG,,161,IB,,,,,101,V3+,,,,,,,,,,,,,,37,V3+,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,2,5,,,,157,FG,,,,,139,FG,,,,,140,IB,,,,,135,FG,,,,,148,IB,herbivory,,,,,,,,,,,,,,,,,,,212,FG,herbivory,,,,,,,,,
,white,low,3,1,,,,97,V3+,,,,,,,,39,V3+,,,,,47,V3+,,,,,172,V3+,,,,,125,V3+,,,,,,,,142,V3+,,,,,,,,,,,,,,,,,,,
,white,low,3,2,,,,,,,,,,75,V3+,,,,,,,,92,V3+,,76,V3+,,36,V3,,69,V3+,,81,V3+,,,,,86,V3+,,85,V3+,,52,V3+,,,,,38,V3,,,,,,,,,,
,white,low,3,3,,,,,,,107,V3+,,,,,,,,,,,85,V3+,,157,IB,,72,V3+,,69,V3+,,,,,,,,,,,62,V3+,,,,,70,V3+,,47,V3+,,,,,,,,,,
,white,low,3,4,134,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,70,V3+,,42,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,69,V3+,
,white,low,3,5,,,,,,,,,,,,,,,,,,,,,,,,,49,V3+,,65,V3+,,,,,,,,127,V3+,,,,,,,,,,,,,,85,V3+,,,,,42,V3+,
,black,low,3,1,,,,88,V3+,,40,V3+,,107,V3+,,176,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,3,2,,,,,,,,,,166,V3+,,85,V3+,,,,,,,,202,FG,,,,,116,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,186,V3+,,,,
,black,low,3,3,,,,,,,,,,,,,,,,,,,,,,,,,114,V3+,,,,,,,,H,H,,,,,,,,,,,,,,99,FG,,,,,,,,,,
,black,low,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,3,5,,,,,,,,,,,,,,,,,,,,,,92,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,1,,,,,,,,,,61,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,2,48,IB,,,,,,,,40,V3+,,,,,,,,139,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,3,102,V3+,,158,FG,,112,FG,,,,,144,IB,,100,V3+,,60,V3+,,,,,59,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,4,,,,,,,,,,68,V3+,,126,V3+,,,,,,,,,,,94,V3+,,29,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,5,126,FG,,,,,,,,115,V3+,,177,FG,,111,FG,,,,,,,,53,V3+,herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,6,172,FG,,,,,82,V3+,,,,,123,FG,,151,IB,,137,IB,,,,,146,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,7,44,V3+,,76,V3+,,,,,160,FG,,,,,101,V3+,,,,,158,IB,,45,V3+,herbivory,78,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,8,,,,,,,,,,,,,83,V3+,,,,,,,,,,,60,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,9,59,IB,,,,,51,V3+,,,,,110,IB,,102,FG,,76,V3+,,126,FG,,,,,25,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,3,10,,,,,,,,,,104,V3+,,107,V3+,,,,,,,,75,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,1,,,,,,,,,,,,,,,,155,FG,,,,,,,,124,IB,,97,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,2,,,,,,,,,,,,,,,,94,V3+,,120,IB,,75,V3+,,98,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,3,,,,167,IB,,,,,98,V3+,,,,,127,FG,,148,FG,,,,,112,V3+,,143,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,4,114,V3+,,,,,159,FG,,86,IB,,114,FG,,45,V3,,103,V3+,,,,,86,V3+,,114,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,5,,,,,,,H,H,,,,,131,IB,,,,,94,FG,,,,,130,FG,,124,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,6,,,,,,,102,FG,,,,,81,V3+,,,,,,,,131,FG,,72,V3+,,132,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,7,,,,,,,191,FG,,131,IB,,,,,46,V3+,,50,IB,,,,,88,V3+,,91,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,8,,,,139,FG,,93,V3+,,80,V3+,,115,FG,,,,,167,FG,,,,,39,V2,,148,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,9,155,V3+,,139,FG,,110,V3+,,121,V3+,,105,FG,,110,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,3,10,175,FG,,,,,139,IB,,,,,105,V3+,,120,FG,,,,,,,,,,,90,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,4,1,,,,131,IB,,,,,,,,126,FG,,,,,,,,,,,,,,35,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,4,2,,,,,,,127,FG,,,,,91,V3+,,,,,,,,,,,84,FG,,83,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,4,3,,,,171,IB,,,,,,,,105,FG,,167,FG,,93,V3+,,177,FG,,90,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,4,4,,,,,,,,,,,,,,,,103,FG,,140,IB,,135,IB,,,,,126,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
