,,,,,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes,plant_length,v_stage,notes
,white,high,7,1,,,,223,FG,,,,,154,FG,,164,IB,,,,,116,FG,,82,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,2,158,FG,,173,FG,,195,FG,,242,FG,,310,FG,,110,FG,,,,,234,FG,,190,FG,,143,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,3,137,FG,,73,V3+,,201,FG,,,,,217,FG,,68,V1,,185,FG,,192,FG,,175,IB,,80,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,4,168,FG,,,,,,,,,,,60,V3,,157,IB,,,,,220,FG,,235,FG,,240,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,5,192,FG,,,,,115,V3+,,,,,122,FG,,117,FG,,226,FG,,,,,167,FG,,197,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,6,155,V3+,,209,FG,,159,FG,,98,FG,herbivory,140,V3+,,194,FG,,225,FG,,220,FG,,169,IB,,214,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,7,,,,,,,,,,245,FG,,200,FG,,237,FG,,181,FG,,145,FG,seed head lost,192,IB,,164,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,8,,,,,,,186,FG,,,,,140,FG,,186,IB,,69,FB,,191,FG,,216,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,9,,,,109,V3+,,,,,,,,189,FG,,,,,,,,,,,230,FG,,121,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,7,10,152,FG,,209,FG,,241,FG,,143,IB,,86,FG,herbivory,,,,149,IB,,132,V3+,,168,IB,,99,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,low,7,1,,,,,,,,,,,,,188,V3+,,,,,,,,,,,,,,,,,107,V3+,herbivory,,,,,,,,,,,,,63,V3,,,,,160,IB,,,,,,,
,white,low,7,2,,,,,,,,,,,,,,,,107,V3+,,,,,,,,,,,,,,189,FG,herbivory,,,,108,V3+,,,,,,,,,,,125,V3+,,,,,,,,,,
,white,low,7,3,92,V3+,,,,,,,,75,V3+,herbivory,151,V3+,,,,,,,,,,,193,V3+,herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,V3+,,105,V3+,
,white,low,7,4,,,,116,V3+,,,,,,,,,,,201,FG,herbivory,104,V3+,,,,,,,,,,,,,,265,FG,,191,FG,,,,,,,,,,,,,,117,V3+,,,,,,,
,white,low,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,V3+,,,,,,,,,,,,,,105,V3+,,,,
,black,low,8,1,122,V3+,,,,,,,,,,,,,,,,,,,,242,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,8,2,247,IB,,98,V3+,,,,,,,,,,,,,,253,FG,,,,,305,FG,,,,,,,,232,IB,,88,V3+,,,,,,,,90,V3+,,,,,,,,,,,,,
,black,low,8,3,226,FG,,201,V3+,,,,,135,V3+,,,,,,,,344,FG,,168,V3+,,,,,,,,,,,289,FG,,,,,,,,,,,290,IB,,155,V3+,,,,,,,,,,
,black,low,8,4,,,,190,FG,,,,,,,,260,FG,,,,,,,,166,FG,,,,,,,,,,,,,,,,,235,FG,,265,FG,,,,,,,,,,,,,,,,
,black,low,8,5,261,FG,,141,FG,,213,FG,,236,FG,,,,,,,,,,,233,FG,,,,,,,,,,,,,,173,V3+,,188,V3+,,65,V3+,,,,,,,,,,,,,,,,
,black,high,8,1,,,,,,,,,,181,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,2,,,,217,FG,,169,FG,,,,,210,FG,,,,,,,,,,,,,,157,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,3,,,,,,,185,FG,,138,FG,,,,,,,,98,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,4,,,,,,,152,IB,,,,,,,,,,,117,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,5,180,FG,,,,,,,,,,,,,,,,,65,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,6,,,,,,,,,,,,,,,,,,,,,,,,,124,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,7,,,,,,,,,,,,,183,FG,,,,,,,,,,,,,,167,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,8,,,,,,,,,,,,,,,,162,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,9,,,,,,,,,,,,,,,,,,,152,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,low,8,1,,,,,,,119,V3+,herbivory,99,FG,,,,,150,IB,,,,,68,V3+,,,,,,,,66,V3+,,159,FG,,,,,,,,,,,,,,,,,,,,163,FG,,,,
,white,low,8,2,,,,147,FG,herbivory,99,FG,,77,V3+,,76,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,IB,,,,,,,,,,,,,
,white,low,8,3,112,FG,,88,V3+,herbivory,,,,54,V3+,herbivory,114,IB,,83,V3+,,64,V3+,,,,,,,,30,V3+,,36,V2,,119,FG,,,,,,,,,,,51,V3+,,12,V2,,,,,,,,75,FG,
,white,low,8,4,,,,87,V3+,,57,FG,"herbivory, only seed head gone",,,,66,V3+,,,,,67,V3+,,,,,60,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,low,8,5,,,,,,,,,,,,,,,,20,V2,,152,FG,herbivory,52,V3+,,70,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,1,116,FG,,,,,,,,,,,,,,,,,,,,154,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,2,210,V3+,,175,FG,,,,,,,,,,,175,V3+,herbivory,179,FG,,,,,143,FG,,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,3,46,V3+,herbivory,85,V3+,herbivory,,,,166,FG,,127,V3+,,254,FG,herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,4,,,,,,,223,FG,herbivory,,,,107,FG,,131,FG,herbivory,,,,,,,215,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,5,,,,89,IB,,98,V3+,herbivory,216,IB,,,,,,,,,,,,,,175,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,6,196,FG,,79,V3+,herbivory,148,IB,,141,FG,,199,FG,,,,,,,,,,,,,,191,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,7,171,FG,,166,FG,,180,IB,,166,V3+,,222,FG,,,,,,,,31,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,8,,,,,,,,,,110,V3+,,121,FG,,,,,,,,,,,272,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,9,,,,,,,,,,,,,,,,,,,,,,253,IB,,200,IB,,186,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,8,10,91,IB,herbivory,,,,,,,150,V3+,,124,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,2,,,,,,,,,,228,FG,,,,,,,,24,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,3,,,,,,,160,V3+,herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,5,,,,,,,,,,242,FG,,335,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,6,,,,,,,312,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,7,227,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,8,184,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,1,172,FG,,181,FG,,156,FG,,71,V3+,,160,FG,basal seed head,193,FG,,198,FG,,142,IB,,169,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,2,205,FG,,145,FG,,,,,172,FG,,95,FG,basal seed head,185,FG,,,,,188,FG,,203,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,3,,,,133,FG,,,,,171,FG,basal seed head,187,FG,,,,,,,,123,FG,,160,FG,,212,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,4,67,FG,,171,FG,,H,H,,140,FG,basal seed head,,,,,,,,,,,,,72,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,5,107,IB,,,,,156,FG,,132,FG,,,,,115,FG,,,,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,6,,,,147,FG,,H,H,,,,,,,,,,,72,V3+,,170,FG,,,,,161,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,7,169,FG,,,,,,,,69,FG,basal seed heads,,,,73,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,8,,,,128,FG,,165,FG,,,,,,,,160,FG,,191,FG,,164,FG,,168,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,9,201,FG,,199,FG,,198,FG,,,,,230,FG,,168,FG,,,,,,,,238,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,9,10,,,,198,FG,,225,FG,,227,FG,,,,,217,FG,,217,FG,,209,FG,,182,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,9,1,,,,,,,207,V3+,,,,,,,,,,,,,,31,V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,low,9,2,,,,,,,,,,,,,,,,224,FG,,106,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,FG,,320,FG,,225,FG,,,,
,black,low,9,3,,,,,,,,,,,,,,,,163,IB,,,,,218,IB,,,,,,,,,,,,,,,,,,,,269,IB,,,,,,,,229,FG,,,,,,,
,black,low,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,V3+,,,,,195,IB,,103,V3+,,221,FG,,150,V3+,,172,FG,,,,,,,
,black,low,9,5,,,,224,FG,,,,,,,,,,,241,FG,,,,,181,V3+,,,,,134,IB,,,,,,,,188,FG,,,,,,,,159,V3+,,,,,,,,,,,,,
,white,low,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,low,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,low,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,V3+,,,,,,,
,white,low,9,4,,,,,,,143,IB,,,,,,,,,,,48,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,V3+,,,,
,white,low,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,FG,herbivory
,white,high,10,1,,,,,,,,,,208,FG,herbivory,144,V3+,herbivory,164,IB,herbivory,210,IB,,181,V3+,,155,V3+,,103,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,2,185,V3+,,,,,72,IB,,232,FG,herbivory,145,V3+,herbivory,270,FG,,184,V3+,,186,V3+,,190,FG,,166,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,3,,,,,,,,,,171,IB,,135,V3+,herbivory,,,,199,FG,,85,FG,,,,,145,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,4,72,V3+,herbivory,148,FG,,,,,126,FG,herbivory,217,FG,,192,FG,,175,IB,herbivory,201,V3+,,167,FG,,194,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,5,195,FG,,161,V3+,,,,,191,FB,,220,IB,,141,IB,,230,FG,,227,FG,,239,FG,,162,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,6,,,,214,IB,,266,FG,,251,FG,,,,,192,FG,,H,H,,231,FG,,202,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,7,,,,195,FG,,155,IB,,,,,,,,161,V3+,,,,,262,FG,,210,FG,,154,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,8,,,,,,,,,,252,FG,,152,IB,,107,FG,,204,IB,,,,,254,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,9,258,FG,,208,FG,,167,FG,,206,FG,,,,,192,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,high,10,10,52,V3+,,,,,,,,,,,37,V3,,,,,,,,,,,41,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,white,low,10,1,46,V3+,,161,FG,,,,,,,,91,V3+,,,,,,,,113,V3+,,169,FG,,,,,210,IB,,175,V3+,,,,,,,,,,,,,,,,,,,,107,V3+,,98,FG,
,white,low,10,2,,,,236,FG,,96,V3+,,215,IB,,,,,,,,61,V3+,,,,,,,,,,,76,V3+,,172,FG,,,,,203,IB,,,,,,,,,,,,,,,,,,,
,white,low,10,3,220,V3+,,,,,,,,,,,,,,,,,,,,176,FG,,,,,,,,170,V3+,,,,,180,IB,,194,IB,,,,,113,V3+,,,,,,,,,,,,,
,white,low,10,4,,,,,,,,,,,,,103,V3+,,,,,,,,,,,,,,,,,,,,,,,148,FG,,,,,,,,133,V3+,,,,,,,,,,,,,
,white,low,10,5,191,FG,,,,,159,FG,,,,,146,V3+,,85,V3+,herbivory,,,,,,,159,V3+,,205,IB,,207,FG,,194,FG,,,,,,,,,,,,,,221,FG,,,,,,,,,,
,black,low,10,1,254,FG,,,,,,,,167,V3+,,,,,256,FG,,,,,,,,216,FG,,,,,,,,,,,,,,164,V3+,,101,FG,,,,,,,,,,,,,,,,
,black,low,10,2,239,FG,,,,,,,,135,IB,,190,FG,,,,,222,FG,,,,,,,,,,,,,,,,,,,,,,,132,V3+,,,,,,,,219,V3+,,,,,,,
,black,low,10,3,,,,,,,,,,,,,,,,,,,239,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,V3+,herbivory,,,,,,
,black,low,10,4,,,,,,,,,,,,,,,,167,V3+,,214,IB,,,,,,,,159,FG,,70,V3+,,,,,,,,82,V3+,,,,,,,,,,,,,,,,,,,
,black,low,10,5,196,FG,,,,,,,,,,,218,FG,,,,,,,,,,,,,,192,FG,,,,,,,,,,,,,,,,,,,,,,,130,V3+,,,,,,,
,black,high,10,1,111,V3+,,,,,140,FG,,,,,117,FG,,173,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,2,28,V2,,,,,,,,,,,147,IB,,,,,,,,164,FG,,170,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,3,,,,,,,47,FG,basal seed head,132,IB,,226,FG,,83,V3+,,137,FG,,,,,170,FG,,77,V3+,herbivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,4,,,,,,,212,FG,,180,FG,,187,FG,,109,IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,5,53,V3+,,,,,175,FG,,170,FG,,202,FG,,131,FG,,,,,107,V3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,6,,,,,,,,,,185,FG,,182,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,7,,,,,,,,,,,,,116,V3+,,131,FG,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,8,176,FG,,H,H,,176,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,9,,,,,,,,,,230,FG,,144,V3+,,85,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,black,high,10,10,,,,,,,,,,,,,,,,,,,134,FG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
height switch,,On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v-stage switch,,Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,