,,,Column,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,,,,,,,,,,,,
,,,,,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,V_stage,Notes,,,,,,,,,,,,
Date,Albedo,Density,Block,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,,,,,,,,,,,,
5/9/23,white,high,1,1,V1,D,V1,D,V3,E,V3,E,V2,D,V2,E,V1,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,2,V0,"E, SICKLY",V3,E,V2,E,VX,D,V2,E,VX,D,V0,E,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,3,V2,D,VX,D,V3,E,V0,E,VX,D,V3+,E,V3+,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,4,V3,E,V2,E,V2,E,V1,E,V2,E,V3+,E,V2,E,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,5,V1,D,V2,E,VX,D,V2,E,V3+,E,V3+,E,V3+,E,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,6,VX,D,V0,E,V3+,E,V2,E,V2,D,VX,,V2,E,V1,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,7,V3,E,V2,E,VX,,V2,E,V3,E,V2,E,V3,E,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,8,V1,D,V3,E,V3+,E,V3+,E,V3+,"E, ANTHILL",V2,E,VX,"D, ANTHILL",VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,9,V2,D,V2,D,V3+,"E, ANTHILL",V3+,"E, ANTHILL",V3,"E, ANTHILL",V3+,"E, ANTHILL",V3+,"E, ANTHILL",V2,"E, ANTHILL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,1,10,V1,D,VX,D,V2,E,V3+,"D, ANTHILL",V2,"E, ANTHILL",V2,"E, ANTHILL",V3,"E, ANTHILL",V3+,"E, ANTHILL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,low,1,1,V3+,D,VX,D,V3,D,VX,D,VX,"D, FH",V3+,E,VX,,V3+,E,V2,D,V3+,D,V3,D,VX,"D, FH",V1,D,V1,D,VX,D,VX,D,,,,,,,,,,,,
5/9/23,black,low,1,2,V3+,E,VX,D,VX,D,V3+,D,V3+,E,V3+,D,V2,D,V3+,E,VX,,V3+,E,VX,D,V3,D,V2,D,V3+,"D, FH",V3,D,V3+,E,,,,,,,,,,,,
5/9/23,black,low,1,3,VX,,V3+,E,VX,D,V3+,D,VX,D,V3+,D,V2,D,V2,D,VX,D,V3+,E,VX,D,V3,D,V2,D,V3+,D,V3,D,V3+,E,,,,,,,,,,,,
5/9/23,black,low,1,4,VX,,V3+,D,V3+,D,VX,D,V3+,D,V2,D,V3+,D,V3+,E,VX,D,V3+,D,VX,D,VX,D,V2,D,V2,E,V3+,E,V3+,E,,,,,,,,,,,,
5/9/23,black,low,1,5,V1,D,V3,D,VX,D,V3+,D,V3+,D,VX,D,V2,D,V2,D,V3,D,V3+,E,VX,D,V3+,D,V3,E,V3+,D,V1,D,VX,D,,,,,,,,,,,,
5/9/23,black,high,1,1,V2,D,VX,D,VX,D,VX,D,VX,,V2,D,V3+,D,V1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,2,V2,D,V1,D,V2,D,VX,D,V2,D,V3+,D,V2,D,V1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,3,V1,D,V2,D,V3+,E,V1,D,V3+,D,V3+,D,V3+,E,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,4,VX,D,VX,D,V3+,E,VX,D,V2,D,V3+,E,VX,D,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,5,V2,D,VX,D,V1,D,V1,D,VX,,VX,D,VX,D,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,6,V3+,E,V3,E,VX,D,VX,,VX,D,V3+,E,VX,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,7,VX,D,V0,"E, SICKLY",VX,,VX,,VX,D,VX,D,V3+,E,VX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,8,VX,D,V2,E,VX,,V0,D,VX,D,V2,E,VX,D,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,9,VX,,V2,D,V1,D,VX,D,V3+,E,VX,D,VX,D,V2,"E, SICKLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,1,10,VX,D,V2,D,VX,D,V2,D,V1,D,VX,D,V2,D,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,low,1,1,VX,,VX,,V2,D,VX,D,VX,D,V3,D,V1,D,V3+,D,VX,,V2,D,VX,D,VX,D,VX,D,V2,D,VX,D,VX,D,,,,,,,,,,,,
5/9/23,white,low,1,2,VX,,VX,D,V3,D,VX,,VX,,V3+,E,V3,D,V2,D,VX,,VX,D,VX,D,V3+,"E, SICKLY",VX,D,VX,D,VX,D,V3,"E, FH, SICKLY",,,,,,,,,,,,
5/9/23,white,low,1,3,V3,D,V2,D,V3+,E,V3,D,V3,D,V1,D,V3+,D,V3+,D,V1,D,V2,D,VX,D,VX,D,V0,D,VX,D,V3+,E,VX,D,,,,,,,,,,,,
5/9/23,white,low,1,4,V3+,D,V3,D,V3,D,V3+,D,V3+,E,VX,,V3,D,V3,D,V3+,E,V3,"E, SICKLY",V3+,E,V1,D,VX,D,V2,D,V2,D,V3+,E,,,,,,,,,,,,
5/9/23,white,low,1,5,V3+,D,VX,D,V3,D,V3,E,V3+,D,V3+,D,V3+,D,VX,D,V3,D,VX,D,V2,D,V2,D,V3,"E, SICKLY",V2,"E, SICKLY",V2,D,V2,D,,,,,,,,,,,,
5/9/23,black,high,2,1,V3,D,V3,D,V3,D,V2,D,V1,D,V2,D,V2,D,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,2,V2,D,V3,D,V2,D,V3,"E, ANTHILL, SICK",V3+,"E, ANTHILL",V3,"D, ANTHILL",V3+,E,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,3,V3,D,V2,D,V2,"D, ANTHILL",V2,"D, ANTHILL",VX,"D, ANTHILL",V3+,"E, ANTHILL",VX,"D, ANTHILL",V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,4,VX,,V2,D,V2,"D, ANTHILL",V1,"D, ANTHILL",V3+,D,V2,D,V2,D,V3,"E, SICKLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,5,V1,D,V1,D,V2,"E, ANTHILL",V1,"D, ANTHILL",V0,"D, ANTHILL",V2,D,VX,,V2,"D, FH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,6,VX,,V3+,E,VX,,V1,D,V1,D,V2,D,V2,D,V3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,7,V2,D,VX,D,V2,D,V2,D,V2,D,V3+,E,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,8,V2,D,V1,D,V3,D,V3,D,V3,D,V3,D,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,9,V1,"E, SICKLY",V1,D,V3,D,V3,D,V3+,E,V3,E,VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,2,10,VX,D,V1,D,V1,D,VX,D,V1,D,V3,D,V2,D,VX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,low,2,1,V3,D,VX,D,V1,D,VX,,V3+,E,V3,D,V1,D,V2,D,V3+,E,VX,"D, FH",V1,D,VX,,V3+,E,V3+,D,VX,,V3+,E,,,,,,,,,,,,
5/9/23,white,low,2,2,V3,E,V3+,E,V3+,E,V3+,E,V3+,E,V2,E,V2,D,V3+,E,V3+,E,VX,D,V3,E,V3+,E,V3+,E,V2,D,V3,D,V3,D,,,,,,,,,,,,
5/9/23,white,low,2,3,VX,,V1,D,V2,D,V1,D,V3,D,V3+,D,VX,,V3+,D,V3+,D,V3+,D,V3+,E,V3+,E,VX,D,V3,"E, SICKLY",V3+,D,VX,D,,,,,,,,,,,,
5/9/23,white,low,2,4,V3+,E,V3+,D,VX,D,V3+,D,V1,D,V3,D,V3,D,V3+,E,V3,D,VX,,V2,D,V3+,D,V3+,D,V3+,D,V3+,D,V3+,"E, FH",,,,,,,,,,,,
5/9/23,white,low,2,5,V3+,E,V2,D,V2,D,V2,D,V1,D,VX,,VX,,VX,,VX,,VX,,VX,,VX,,V3,D,V3,D,V3+,E,VX,D,,,,,,,,,,,,
5/9/23,white,high,2,1,VX,D,V1,D,V1,D,VX,D,V2,D,VX,D,VX,D,V3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,2,VX,D,V1,D,V2,D,V2,D,VX,D,V2,E,V2,D,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,3,V2,D,V1,D,VX,D,V3,D,V3,E,V2,E,V3+,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,4,VX,,V2,E,V2,D,V2,D,V2,D,V3,D,V1,"E, SICKLY",V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,5,V1,D,V2,D,V2,D,V2,D,V0,D,V1,D,V2,D,V1,"E, EATEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,6,V1,D,V1,D,V2,E,V2,D,V2,D,V3,E,V2,D,V1,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,7,V2,E,V2,D,V1,E,V1,D,V2,D,V3,D,V1,D,V1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,8,VX,D,V1,D,V2,D,VX,D,V2,"E, SICKLY",V1,"E, SICKLY",V1,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,9,V1,D,V1,D,V1,D,V3+,D,V1,D,V3,"D, EATEN",V3,D,V3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,2,10,V2,E,V1,E,V2,E,VX,D,V2,E,V1,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,low,2,1,VX,D,V3+,E,V3+,E,VX,D,V3+,D,V0,D,VX,,V0,D,V2,D,V2,D,V3+,D,V3,D,VX,D,VX,D,V3+,E,V2,D,,,,,,,,,,,,
5/9/23,black,low,2,2,VX,D,V3+,D,V3+,D,VX,D,V3+,D,V0,D,VX,D,V1,D,V1,D,V3+,E,VX,D,V3,D,VX,D,VX,D,V3+,D,V1,D,,,,,,,,,,,,
5/9/23,black,low,2,3,V2,D,V3,D,V3+,D,V3+,D,VX,,V3+,E,V2,D,V2,D,V2,D,V2,D,V3+,D,V3+,D,V3+,D,V1,D,V3+,E,V2,E,,,,,,,,,,,,
5/9/23,black,low,2,4,V2,E,V3,E,V3+,D,V2,D,V3,D,V3,E,V1,D,V1,D,V2,D,V3+,D,VX,D,V1,D,V3+,D,V3+,D,V3,D,V3,E,,,,,,,,,,,,
5/9/23,black,low,2,5,V2,D,V3+,E,VX,D,V1,D,V2,D,VX,,V3,D,VX,D,V3+,D,VX,D,VX,,V2,D,VX,D,V2,D,VX,D,VX,D,,,,,,,,,,,,
5/9/23,white,low,3,1,VX,,V3+,E,V2,E,V3+,E,V1,D,VX,,V3,D,V3,"D, FH",VX,,V2,"D, FH",V3+,D,V2,D,V2,D,V1,D,V3,D,V3+,E,,,,,,,,,,,,
5/9/23,white,low,3,2,VX,D,V2,D,V2,D,V2,D,V2,D,V2,D,V3+,"E, FH",VX,D,V3,D,V3+,D,V3+,D,V3,D,V3+,E,V3+,E,V1,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,3,3,VX,D,V1,D,V1,"D, FH",V3,D,V2,E,V2,D,V3+,E,V3+,E,V3+,D,V3+,E,V1,D,V3,D,V3,D,V3+,D,V3+,E,V3,E,,,,,,,,,,,,
5/9/23,white,low,3,4,V3,"E, SICKLY",V2,D,V2,D,V2,"D, FH",V2,E,V3,"E, SICKLY",V2,D,V3+,E,V2,D,V3+,D,V3+,D,V1,"D, FH",V2,"E, SICKLY",VX,,V1,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,3,5,V1,"D, FH",VX,,V2,"E, FH",V2,D,V2,D,V3+,E,V3,D,V3+,E,V2,D,V3+,"E, INSECT DAMAGE",V2,"D, FH",VX,,V3+,E,V3,"E, SICKLY",V1,"E, FH",V3,D,,,,,,,,,,,,
5/9/23,black,low,3,1,V0,E,V1,D,V2,D,V3,D,V1,D,V1,D,V3,D,V3+,D,V2,D,V3,"D, FH",V3+,"D, FH",n/a,,VX,D,V3+,D,V2,D,VX,FH,,,,,,,,,,,,
5/9/23,black,low,3,2,VX,D,V3,D,V3+,"E, FH",V3+,D,VX,D,VX,D,VX,,V3,D,V3+,D,V3+,"D, FH",V3+,D,V3+,"E, FH",V2,D,V2,D,V3+,D,V2,D,,,,,,,,,,,,
5/9/23,black,low,3,3,V3+,D,V3+,D,V3,D,V2,D,V3+,D,V3+,D,V1,"D, FH",V3+,"D, FH",V3+,D,VX,D,V3+,E,V3+,E,V3+,D,V3+,D,V3+,D,V3+,D,,,,,,,,,,,,
5/9/23,black,low,3,4,V2,D,V2,D,V3+,D,V3+,E,VX,D,V3,"D, FH",V3+,D,V3+,D,V3+,D,V3+,D,V3+,D,V3,D,V3+,"D, FH ",V3+,D,V3+,D,V3,"D, FH",,,,,,,,,,,,
5/9/23,black,low,3,5,V2,D,V2,D,V3,D,V3+,D,V3+,D,V3,D,V3+,D,V3+,D,V3,D,V3,D,V3,D,V3,D,V3,D,V3+,D,V3+,D,V3+,"D, FH",,,,,,,,,,,,
5/9/23,white,high,3,1,V3+,"D, FH",V1,E,V1,D,V2,D,VX,"D, FH",V1,"D, FH",V0,"D, FH",V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,2,V2,"D, FH",VX,"D, FH",VX,D,VX,,V1,D,V2,"D, FH",VX,"D, FH",VX,"D, FH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,3,VX,D,VX,"D, FH",V1,"E, SICKLY",VX,D,VX,D,V2,"D, FH",V0,"D, FH",V2,"D, FH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,4,V2,D,V1,D,V1,"D, FH",V1,D,V2,D,V1,D,V1,"D, FH",V2,"D, FH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,5,V2,E,VX,D,VX,D,V2,D,V2,D,V2,D,V2,E,V3+,"E, FH, SICKLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,6,V1,"D, ANTHILL",V1,D,V2,D,V2,E,V1,E,V2,"E, SICKLY",V2,D,V2,"E, FH, SICKLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,7,V1,"D, FH",V2,D,V1,"D, FH",V1,D,V3,"E, FH",VX,,V0,"D, FH",V2,"D, FH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,8,V1,"D, FH",V1,"D, FH",V2,D,V2,"D, FH",V1,D,V1,D,V2,E,V1,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,9,V2,"D, FH",V2,D,V0,D,VX,D,V2,D,V2,"E, FH",V1,D,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,3,10,V1,"D, FH",V1,D,V2,D,V2,D,V2,E,V2,E,VX,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,1,V2,D,V2,D,V1,D,V2,D,V3,"D, FH",V1,D,V1,D,V1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,2,V3,"D, FH",V3,"D, FH",VX,D,V2,D,V1,"D, FH",V1,"D, FH",V1,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,3,V2,D,V3,D,V1,D,V2,D,V1,D,V2,"D, FH",VX,,V3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,4,V2,D,V1,D,V3,D,V3+,"D, FH",VX,,V2,D,V2,"D, FH",V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,5,V2,D,VX,,V3+,"E, INSECT DAMAGE",V2,"D, FH",VX,,V2,D,V2,D,V3,"D, FH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,6,V3,"D, FH",V2,D,V2,"D, FH",V2,D,VX,,VX,,V1,D,V3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,7,V3,"D, FH",V2,"D, FH",V2,D,V3,"D, FH",V2,"D, FH",V1,"D, FH",V3,"E, FH",V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,8,V3,D,V2,D,V2,D,V1,D,V3,"D, FH",V3,D,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,9,V1,D,V3+,"E, FH",VX,"D, FH",VX,D,V2,D,V1,D,V3+,D,V3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,3,10,V3,D,V1,D,V2,D,V2,D,V2,D,V1,D,V3+,"E, FH",V3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,1,V2,D,V3,"E, SICKLY, FH",V2,"D, FH",VX,D,V2,D,VX,D,VX,D,V2,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,2,V2,"D, FH",V2,D,V2,D,V2,D,V2,D,VX,D,VX,,VX,"D, FH",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,3,VX,,V2,D,V2,D,V2,D,V2,D,V2,D,V3,D,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,4,V2,D,V2,D,VX,D,VX,D,V3,D,VX,D,V3+,E,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,5,V1,D,V2,E,VX,D,V2,D,V2,D,V2,D,VX,D,V3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,6,VX,D,VX,D,V2,D,VX,D,V2,E,V0,D,V3+,E,V3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,7,V3,D,V3+,D,V3+,E,VX,,V3,D,V3,"E, SICKLY",VX,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,8,V3,"D, ANTHILL",V3+,E,V2,D,V3,D,V2,D,V2,D,V3,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,9,V2,"D, ANTHILL",V1,"D, ANTHILL",V2,D,V3+,E,V3+,E,V3,"E, SICKLY",V2,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,high,4,10,V3,D,V3,D,V2,D,V2,D,V3+,E,V3+,E,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,black,low,4,1,V2,D,VX,D,VX,D,V2,D,V2,D,V2,D,VX,D,V3+,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,,,,,,,,,,,,
5/9/23,black,low,4,2,VX,D,V2,D,V3,D,VX,D,V2,D,V3,D,V3,D,V3,D,VX,,V3,D,V2,D,V2,D,VX,D,VX,,V3,D,V2,D,,,,,,,,,,,,
5/9/23,black,low,4,3,VX,,VX,,VX,D,VX,D,V2,D,V2,D,V2,D,VX,D,V3,D,V3,E,V3,D,V3+,E,VX,D,V2,D,V3,D,VX,D,,,,,,,,,,,,
5/9/23,black,low,4,4,VX,D,VX,,V2,D,V2,D,VX,D,V3+,E,V3,D,V3,D,V2,D,V2,E,V3+,D,V2,D,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,
5/9/23,black,low,4,5,V2,D,V2,D,VX,"D, FH",VX,"D, FH",VX,,VX,,VX,,VX,,VX,,VX,D,VX,,V3,"D, FH",V2,"D, FH",VX,,V3,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,4,1,V2,D,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V1,E,V2,D,VX,D,V3,D,V3,D,V3+,E,VX,D,VX,D,V2,"D, FH",,,,,,,,,,,,
5/9/23,white,low,4,2,V3,E,V2,D,V3,D,V3+,E,V2,D,V2,D,V2,"D, FH",V2,D,V2,D,V2,D,V3+,D,V3+,E,V2,D,V2,D,V2,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,4,3,V2,D,V2,D,V2,D,V2,D,V2,D,V3+,E,V2,D,V2,D,V2,D,V2,D,V2,D,V2,D,V3,D,V2,D,V2,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,4,4,V3+,E,V3,D,V1,D,V2,D,V2,D,V2,D,V2,D,V1,E,V0,"E, SICKLY",V3+,E,V2,D,V3,D,V2,D,V3+,E,V2,D,V2,D,,,,,,,,,,,,
5/9/23,white,low,4,5,V2,D,V2,D,V3,D,V0,D,V3,"D, TOOTHPICK BROKEN",V2,D,V2,D,V3+,E,V2,D,VX,,VX,D,V3+,D,V2,D,V2,D,V2,"D, TOOTHPICK BROKEN",VX,D,,,,,,,,,,,,
5/9/23,white,high,4,1,V2,D,V2,D,V2,D,V2,D,VX,D,V2,D,V2,D,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,2,VX,D,V2,D,VX,D,V2,D,V2,D,V2,D,V2,"D, FH",VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,3,VX,D,V1,"E, SICKLY",V2,D,V2,D,VX,D,V2,D,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,4,V0,E,V0,"E, SICKLY",V2,D,V2,D,V2,"D, FH",V3+,E,V3+,E,VX,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,5,VX,D,V1,E,V2,D,V2,D,V2,D,V1,D,V2,E,V3+,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/23,white,high,4,6,V2,E,VX,D,V2,D,V3,E,VX,D,V3,E,V2,D,V2,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
